Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Private Constructor,br.com.concrete.canarinho.validator.ValidadorBoleto.ValidadorBoleto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,1,0,0,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,br.com.concrete.canarinho.validator.ValidadorBoleto.ehTributo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Static Method,br.com.concrete.canarinho.validator.ValidadorBoleto.getInstance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Constructor,br.com.concrete.canarinho.validator.ValidadorCEP.ValidadorCEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,1,0,0,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Static Method,br.com.concrete.canarinho.validator.ValidadorCEP.getInstance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Constructor,br.com.concrete.canarinho.validator.ValidadorCNPJ.ValidadorCNPJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,1,0,0,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Static Method,br.com.concrete.canarinho.validator.ValidadorCNPJ.getInstance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Constructor,br.com.concrete.canarinho.validator.ValidadorCPF.ValidadorCPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,1,0,0,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Static Method,br.com.concrete.canarinho.validator.ValidadorCPF.getInstance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Constructor,br.com.concrete.canarinho.validator.ValidadorCPFCNPJ.ValidadorCPFCNPJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,1,0,0,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Static Method,br.com.concrete.canarinho.validator.ValidadorCPFCNPJ.getInstance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Constructor,br.com.concrete.canarinho.validator.ValidadorTelefone.ValidadorTelefone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,1,0,0,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Static Method,br.com.concrete.canarinho.validator.ValidadorTelefone.getInstance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.BaseCanarinhoTextWatcher.beforeTextChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,2,,,1,0,1,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.50,1,1,1,1
Public Generic Method,br.com.concrete.canarinho.watcher.BaseCanarinhoTextWatcher.getEventoDeValidacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,br.com.concrete.canarinho.watcher.BaseCanarinhoTextWatcher.isApagouCaracter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,3,,,1,1,7,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.BaseCanarinhoTextWatcher.isMudancaInterna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.BaseCanarinhoTextWatcher.onTextChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,2,,,1,0,1,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.50,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.BaseCanarinhoTextWatcher.setEventoDeValidacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,br.com.concrete.canarinho.watcher.BaseCanarinhoTextWatcher.trataAdicaoDeCaracter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Constructor,br.com.concrete.canarinho.watcher.BoletoBancarioTextWatcher.BoletoBancarioTextWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,0,,,,3,,,1,1,5,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Private Method,br.com.concrete.canarinho.watcher.BoletoBancarioTextWatcher.ehTributo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.BoletoBancarioTextWatcher.getResultadoParcial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Constructor,br.com.concrete.canarinho.watcher.CEPTextWatcher.CEPTextWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Constructor,br.com.concrete.canarinho.watcher.CPFCNPJTextWatcher.CPFCNPJTextWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Constructor,br.com.concrete.canarinho.watcher.CPFCNPJTextWatcher.CPFCNPJTextWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,2,,,1,0,3,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,1.50,1,1,1,1
Private Method,br.com.concrete.canarinho.watcher.CPFCNPJTextWatcher.ehCpf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,4,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.MascaraNumericaTextWatcher.Builder.comCallbackDeValidacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,0,,,,4,,,1,2,7,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1.75,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.MascaraNumericaTextWatcher.Builder.comValidador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,0,,,,4,,,1,2,7,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1.75,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.MascaraNumericaTextWatcher.Builder.paraMascara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,0,,,,4,,,1,2,8,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Constructor,br.com.concrete.canarinho.watcher.MascaraNumericaTextWatcher.MascaraNumericaTextWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Private Constructor,br.com.concrete.canarinho.watcher.MascaraNumericaTextWatcher.MascaraNumericaTextWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,,,,2,,,,7,,,2,5,0,,,,6,1,0,5,6,2,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Constructor,br.com.concrete.canarinho.watcher.TelefoneTextWatcher.TelefoneTextWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,3,,,1,1,5,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Private Method,br.com.concrete.canarinho.watcher.TelefoneTextWatcher.ehNoveDigitos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,4,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.ValorMonetarioWatcher.Builder.build,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,,,,0,,,,3,,,1,1,5,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.ValorMonetarioWatcher.Builder.comMantemZerosAoLimpar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,0,,,,4,,,1,2,5,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1.25,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.ValorMonetarioWatcher.Builder.comSimboloReal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,0,,,,4,,,1,2,5,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1.25,1,1,1,1
Public Constructor,br.com.concrete.canarinho.watcher.ValorMonetarioWatcher.ValorMonetarioWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,3,,,1,1,3,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.ValorMonetarioWatcher.beforeTextChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,2,,,1,0,1,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.50,1,1,1,1
Public Method,br.com.concrete.canarinho.watcher.ValorMonetarioWatcher.onTextChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,2,,,1,0,1,,,,0,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.50,1,1,1,1
File,AndroidManifest.xml,0,0,0,0,1,0,1,0,,,,,0,,,0,,0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,AndroidManifest.xml,0,0,0,0,18,3,15,0,,,,,0,,,0,,0,,,,,,,,,,,,,18,0,0,0,3,0,0,0,15,0,0,,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,EventoDeValidacao.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,3,3,0,,,,3,,3,0,0,0,,31,,,,4,,,,6,,,5,0,21,,,,,,,4,5,5,,,0,,,,,,,,0,0,0,0,,,0,,,,3.50,0,0,0,0
File,EventoDeValidacaoDeBoleto.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,1,1,0,,,,1,,1,0,0,0,,17,,,,3,,,,4,,,3,0,10,,,,,,,2,3,3,,,0,,,,,,,,0,0,0,0,,,0,,,,2.50,0,0,0,0
Package,br,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,,0,,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,,0,,,,0.00,0,0,0,0
Package,br.com,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,,0,,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,,0,,,,0.00,0,0,0,0
Package,br.com.concrete,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,,0,,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,,0,,,,0.00,0,0,0,0
Public Interface,br.com.concrete.canarinho.formatador.Formatador,0,0,0,0,0,0,0,0,0,8,8,7,,0,0,,,,4,9,,,,4,4,4,0,0,0,,130,,,,21,,,,49,,,30,39,60,,,,,,,20,23,23,,,16,,,,,,,,0,0,0,0,,0,0,,0,0,1.22,0,0,0,0
Private Static Class,br.com.concrete.canarinho.formatador.FormatadorBoleto.SingletonHolder,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,,,,0,0,,,,0,0,0,0,0,0,,3,,,,0,,,,3,,,2,1,0,,,,,,,1,2,2,,,1,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Private Static Class,br.com.concrete.canarinho.formatador.FormatadorCEP.SingletonHolder,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,,,,0,0,,,,0,0,0,0,0,0,,3,,,,0,,,,3,,,2,1,0,,,,,,,1,2,2,,,1,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Private Static Class,br.com.concrete.canarinho.formatador.FormatadorCPFCNPJ.SingletonHolder,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,,,,0,0,,,,0,0,0,0,0,0,,3,,,,0,,,,3,,,2,1,0,,,,,,,1,2,2,,,1,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Private Static Class,br.com.concrete.canarinho.formatador.FormatadorLinhaDigitavel.SingletonHolder,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,,,,0,0,,,,0,0,0,0,0,0,,3,,,,0,,,,3,,,2,1,0,,,,,,,1,2,2,,,1,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Private Static Class,br.com.concrete.canarinho.formatador.FormatadorTelefone.SingletonHolder,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,,,,0,0,,,,0,0,0,0,0,0,,3,,,,0,,,,3,,,2,1,0,,,,,,,1,2,2,,,1,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Private Static Class,br.com.concrete.canarinho.formatador.FormatadorValor.SingletonHolder,0,0,0,0,0,0,0,0,1,1,1,0,,0,2,,,,0,0,,,,0,0,0,0,0,0,,4,,,,0,,,,4,,,3,2,0,,,,,,,2,3,3,,,2,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Package,br.com.concrete.canarinho.sample.ui,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,,0,,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,,0,,,,0.00,0,0,0,0
Public Interface,br.com.concrete.canarinho.validator.Validador,0,0,0,0,0,0,0,0,0,8,8,6,,0,0,,,,2,5,,,,2,2,2,0,0,0,,109,,,,15,,,,35,,,18,15,59,,,,,,,19,27,18,,,14,,,,,,,,0,0,0,0,,0,0,,0,0,1.69,0,0,0,0
Private Static Class,br.com.concrete.canarinho.validator.ValidadorBoleto.SingletonHolder,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,,,,0,0,,,,0,0,0,0,0,0,,3,,,,0,,,,3,,,2,1,0,,,,,,,1,2,2,,,1,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Private Static Class,br.com.concrete.canarinho.validator.ValidadorCEP.SingletonHolder,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,,,,0,0,,,,0,0,0,0,0,0,,3,,,,0,,,,3,,,2,1,0,,,,,,,1,2,2,,,1,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Private Static Class,br.com.concrete.canarinho.validator.ValidadorCNPJ.SingletonHolder,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,,,,0,0,,,,0,0,0,0,0,0,,3,,,,0,,,,3,,,2,1,0,,,,,,,1,2,2,,,1,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Private Static Class,br.com.concrete.canarinho.validator.ValidadorCPF.SingletonHolder,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,,,,0,0,,,,0,0,0,0,0,0,,3,,,,0,,,,3,,,2,1,0,,,,,,,1,2,2,,,1,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Private Static Class,br.com.concrete.canarinho.validator.ValidadorCPFCNPJ.SingletonHolder,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,,,,0,0,,,,0,0,0,0,0,0,,3,,,,0,,,,3,,,2,1,0,,,,,,,1,2,2,,,1,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Private Static Class,br.com.concrete.canarinho.validator.ValidadorTelefone.SingletonHolder,0,0,0,0,0,0,0,0,1,1,1,0,,0,1,,,,0,0,,,,0,0,0,0,0,0,,3,,,,0,,,,3,,,2,1,0,,,,,,,1,2,2,,,1,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
TypeVariable,br.com.concrete.canarinho.watcher.BaseCanarinhoTextWatcher.getEventoDeValidacao.T,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,0.00,0,0,0,0
Package,br.com.concrete.canarinho.watcher.evento,0,0,0,0,0,0,0,0,,,,,2,0,0,,2,,4,0,,,,4,,4,0,0,0,,48,,,,7,,,,10,,,8,0,31,,,,,,,6,8,8,,,0,,,,,,,,0,0,0,0,,,0,,,,3.10,0,0,0,0
Public Interface,br.com.concrete.canarinho.watcher.evento.EventoDeValidacao,0,0,0,0,0,0,0,0,0,1,1,3,,0,0,,,,3,0,,,,3,3,3,0,0,0,,25,,,,3,,,,5,,,4,0,17,,,,,,,3,4,4,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,3.40,0,0,0,0
Public Interface,br.com.concrete.canarinho.watcher.evento.EventoDeValidacaoDeBoleto,0,0,0,0,0,0,0,0,1,1,1,1,,0,0,,,,1,0,,,,1,4,1,0,0,0,,11,,,,2,,,,3,,,2,0,6,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,2.00,0,0,0,0
File,checkstyle.xml,0,0,0,0,247,8,227,12,,,,,0,,,0,,0,,,,,,,,,,,,,247,0,0,0,8,0,0,0,227,0,0,,,12,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.05,0,0,0,0
File,fragment_canarinho_watcher.xml,0,0,0,0,36,6,30,0,,,,,0,,,0,,0,,,,,,,,,,,,,36,0,0,0,6,0,0,0,30,0,0,,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,fragment_valor_monetario_watcher.xml,0,0,0,0,36,6,30,0,,,,,0,,,0,,0,,,,,,,,,,,,,36,0,0,0,6,0,0,0,30,0,0,,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,main_activity.xml,0,0,0,0,52,9,43,0,,,,,0,,,0,,0,,,,,,,,,,,,,52,0,0,0,9,0,0,0,43,0,0,,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,pmd-ruleset.xml,0,0,0,0,30,3,26,1,,,,,0,,,0,,0,,,,,,,,,,,,,30,0,0,0,3,0,0,0,26,0,0,,,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.04,0,0,0,0
File,strings.xml,0,0,0,0,3,0,3,0,,,,,0,,,0,,0,,,,,,,,,,,,,3,0,0,0,0,0,0,0,3,0,0,,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
File,styles.xml,0,0,0,0,5,0,4,1,,,,,0,,,0,,0,,,,,,,,,,,,,5,0,0,0,0,0,0,0,4,0,0,,,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.25,0,0,0,0
File,suppressions.xml,0,0,0,0,12,3,9,0,,,,,0,,,0,,0,,,,,,,,,,,,,12,0,0,0,3,0,0,0,9,0,0,,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,,,,0.00,0,0,0,0
Abstract Method,br.com.concrete.canarinho.formatador.Formatador.desformata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,,,,0,,,,1,,,1,0,6,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Abstract Method,br.com.concrete.canarinho.formatador.Formatador.estaFormatado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,,,,0,,,,1,,,1,0,6,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Abstract Method,br.com.concrete.canarinho.formatador.Formatador.formata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,,,,0,,,,1,,,1,0,6,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Abstract Method,br.com.concrete.canarinho.formatador.Formatador.podeSerFormatado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,,,,0,,,,1,,,1,0,6,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Public Abstract Method,br.com.concrete.canarinho.sample.ui.model.Watchers.buildFragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Public Abstract Method,br.com.concrete.canarinho.sample.ui.model.Watchers.setupWatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,br.com.concrete.canarinho.validator.Validador.ehValido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,,,,0,,,,1,,,1,0,6,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Abstract Method,br.com.concrete.canarinho.validator.Validador.ehValido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,0,,,,1,,,1,0,8,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,8.00,0,0,0,0
Abstract Method,br.com.concrete.canarinho.watcher.evento.EventoDeValidacao.invalido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,1,,,1,0,6,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Abstract Method,br.com.concrete.canarinho.watcher.evento.EventoDeValidacao.parcialmenteValido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,1,,,1,0,6,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
Abstract Method,br.com.concrete.canarinho.watcher.evento.EventoDeValidacao.totalmenteValido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,0,,,,1,,,1,0,5,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Abstract Method,br.com.concrete.canarinho.watcher.evento.EventoDeValidacaoDeBoleto.invalido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,1,,,1,0,6,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,6.00,0,0,0,0
